target_crate,shadow_crate,item_path,item_kind,gap_kind,matched_shadow_item,drift_confidence,notes
time,elicit_time,time::format_description::well_known::iso8601::adt_hack::EncodedConfig,TypeAlias,Missing,,,
time,elicit_time,time::format_description::well_known::rfc2822::Rfc2822,Struct,Missing,,,
time,elicit_time,time::format_description::well_known::rfc3339::Rfc3339,Struct,Missing,,,
time,elicit_time,time::month::Month,Enum,Missing,,,
time,elicit_time,time::month::private::MonthMetadata,Struct,Missing,,,
time,elicit_time,time::parsing::parsed::Parsed,Struct,Missing,,,
time,elicit_time,time::time::Time,Struct,Missing,,,
time,elicit_time,time::time::private::TimeMetadata,Struct,Missing,,,
time,elicit_time,time::utc_date_time::UtcDateTime,Struct,Missing,,,
time,elicit_time,time::utc_offset::UtcOffset,Struct,Missing,,,
time,elicit_time,time::utc_offset::private::UtcOffsetMetadata,Struct,Missing,,,
time,elicit_time,time::weekday::Weekday,Enum,Missing,,,
time,elicit_time,time::weekday::private::WeekdayMetadata,Struct,Missing,,,
time,elicit_time,time_core::convert::Day,Struct,Missing,,,
time,elicit_time,time_core::convert::Hour,Struct,Missing,,,
time,elicit_time,time_core::convert::Microsecond,Struct,Missing,,,
time,elicit_time,time_core::convert::Millisecond,Struct,Missing,,,
time,elicit_time,time_core::convert::Minute,Struct,Missing,,,
time,elicit_time,time_core::convert::Nanosecond,Struct,Missing,,,
time,elicit_time,time_core::convert::Second,Struct,Missing,,,
time,elicit_time,time_core::convert::Week,Struct,Missing,,,
tokio,elicit_tokio,tokio::io::read_buf::ReadBuf,Struct,Missing,,,
tokio,elicit_tokio,tokio::net::addr::sealed::Internal,Struct,Missing,,,
toml,elicit_toml,toml::de::deserializer::Deserializer,Struct,Missing,,,
toml,elicit_toml,toml::de::deserializer::value::ValueDeserializer,Struct,Missing,,,
toml,elicit_toml,toml::de::error::Error,Struct,Missing,,,
toml,elicit_toml,toml::de::parser::dearray::DeArray,Struct,Missing,,,
toml,elicit_toml,toml::de::parser::detable::DeTable,TypeAlias,Missing,,,
toml,elicit_toml,toml::de::parser::devalue::DeFloat,Struct,Missing,,,
toml,elicit_toml,toml::de::parser::devalue::DeInteger,Struct,Missing,,,
toml,elicit_toml,toml::de::parser::devalue::DeString,TypeAlias,Missing,,,
toml,elicit_toml,toml::de::parser::devalue::DeValue,Enum,Missing,,,
toml,elicit_toml,toml::map::Entry,Enum,Missing,,,
toml,elicit_toml,toml::map::IntoIter,Struct,Missing,,,
toml,elicit_toml,toml::map::Iter,Struct,Missing,,,
toml,elicit_toml,toml::map::IterMut,Struct,Missing,,,
toml,elicit_toml,toml::map::Keys,Struct,Missing,,,
toml,elicit_toml,toml::map::Map,Struct,Missing,,,
toml,elicit_toml,toml::map::OccupiedEntry,Struct,Missing,,,
toml,elicit_toml,toml::map::VacantEntry,Struct,Missing,,,
toml,elicit_toml,toml::map::Values,Struct,Missing,,,
toml,elicit_toml,toml::ser::document::Serializer,Struct,Missing,,,
toml,elicit_toml,toml::ser::document::buffer::Buffer,Struct,Missing,,,
toml,elicit_toml,toml::ser::error::Error,Struct,Missing,,,
toml,elicit_toml,toml::ser::value::ValueSerializer,Struct,Missing,,,
toml,elicit_toml,toml::ser::value::array::SerializeTupleVariant,Struct,Missing,,,
toml,elicit_toml,toml::ser::value::map::SerializeStructVariant,Struct,Missing,,,
toml,elicit_toml,toml::table::Table,TypeAlias,Missing,,,
toml,elicit_toml,toml::value::Array,TypeAlias,Missing,,,
toml,elicit_toml,toml::value::Value,Enum,Missing,,,
toml,elicit_toml,toml_datetime::datetime::Date,Struct,Missing,,,
toml,elicit_toml,toml_datetime::datetime::Datetime,Struct,Missing,,,
toml,elicit_toml,toml_datetime::datetime::DatetimeFromString,Struct,Missing,,,
toml,elicit_toml,toml_datetime::datetime::DatetimeKey,Struct,Missing,,,
toml,elicit_toml,toml_datetime::datetime::DatetimeParseError,Struct,Missing,,,
toml,elicit_toml,toml_datetime::datetime::Lexer,Struct,Missing,,,
toml,elicit_toml,toml_datetime::datetime::Offset,Enum,Missing,,,
toml,elicit_toml,toml_datetime::datetime::Time,Struct,Missing,,,
toml,elicit_toml,toml_datetime::datetime::Token,Struct,Missing,,,
toml,elicit_toml,toml_datetime::datetime::TokenKind,Enum,Missing,,,
toml,elicit_toml,toml_datetime::datetime::deserialize::DatetimeVisitor,Struct,Missing,,,
toml,elicit_toml,toml_datetime::datetime::deserialize::FieldVisitor,Struct,Missing,,,
toml,elicit_toml,toml_datetime::datetime::deserialize::Visitor,Struct,Missing,,,
toml,elicit_toml,toml_datetime::de::DatetimeDeserializer,Struct,Missing,,,
toml,elicit_toml,toml_datetime::de::DatetimeOrTable,Struct,Missing,,,
toml,elicit_toml,toml_datetime::ser::DatetimeFieldSerializer,Struct,Missing,,,
toml,elicit_toml,toml_datetime::ser::DatetimeSerializer,Struct,Missing,,,
toml,elicit_toml,toml_datetime::ser::SerializerError,Enum,Missing,,,
toml,elicit_toml,toml_parser::debug::DebugErrorSink,Struct,Missing,,,
toml,elicit_toml,toml_parser::debug::DebugEventReceiver,Struct,Missing,,,
toml,elicit_toml,toml_parser::decoder::Encoding,Enum,Missing,,,
toml,elicit_toml,toml_parser::decoder::scalar::IntegerRadix,Enum,Missing,,,
toml,elicit_toml,toml_parser::decoder::scalar::ScalarKind,Enum,Missing,,,
toml,elicit_toml,toml_parser::error::Expected,Enum,Missing,,,
toml,elicit_toml,toml_parser::error::ParseError,Struct,Missing,,,
toml,elicit_toml,toml_parser::lexer::Lexer,Struct,Missing,,,
toml,elicit_toml,toml_parser::lexer::token::Token,Struct,Missing,,,
toml,elicit_toml,toml_parser::lexer::token::TokenKind,Enum,Missing,,,
toml,elicit_toml,toml_parser::parser::document::on_inline_table_open::State,Enum,Missing,,,
toml,elicit_toml,toml_parser::parser::event::Event,Struct,Missing,,,
toml,elicit_toml,toml_parser::parser::event::EventKind,Enum,Missing,,,
toml,elicit_toml,toml_parser::parser::event::RecursionGuard,Struct,Missing,,,
toml,elicit_toml,toml_parser::parser::event::ValidateWhitespace,Struct,Missing,,,
toml,elicit_toml,toml_parser::source::Raw,Struct,Missing,,,
toml,elicit_toml,toml_parser::source::Source,Struct,Missing,,,
toml,elicit_toml,toml_parser::source::Span,Struct,Missing,,,
toml,elicit_toml,toml_writer::integer::HexCase,Enum,Missing,,,
toml,elicit_toml,toml_writer::integer::Radix,Enum,Missing,,,
toml,elicit_toml,toml_writer::integer::TomlInteger,Struct,Missing,,,
toml,elicit_toml,toml_writer::integer::TomlIntegerFormat,Struct,Missing,,,
toml,elicit_toml,toml_writer::string::Encoding,Enum,Missing,,,
toml,elicit_toml,toml_writer::string::KeyMetrics,Struct,Missing,,,
toml,elicit_toml,toml_writer::string::TomlKey,Struct,Missing,,,
toml,elicit_toml,toml_writer::string::TomlKeyBuilder,Struct,Missing,,,
toml,elicit_toml,toml_writer::string::TomlString,Struct,Missing,,,
toml,elicit_toml,toml_writer::string::TomlStringBuilder,Struct,Missing,,,
toml,elicit_toml,toml_writer::string::ValueMetrics,Struct,Missing,,,
tower,elicit_tower,tower::BoxError,TypeAlias,Missing,,,
tower,elicit_tower,tower::builder::ServiceBuilder,Struct,Missing,,,
tower,elicit_tower,tower_layer::identity::Identity,Struct,Missing,,,
tower,elicit_tower,tower_layer::layer_fn::LayerFn,Struct,Missing,,,
tower,elicit_tower,tower_layer::stack::Stack,Struct,Missing,,,
uom,elicit_uom,uom::ConstantOp,Enum,Missing,,,
uom,elicit_uom,uom::fmt::DisplayStyle,Enum,Missing,,,
uom,elicit_uom,uom::si::DimensionOne,TypeAlias,Missing,,,
uom,elicit_uom,uom::si::ISQ,TypeAlias,Missing,,,
uom,elicit_uom,uom::si::Quantity,Struct,Missing,,,
uom,elicit_uom,uom::si::SI,TypeAlias,Missing,,,
uom,elicit_uom,uom::si::absement::Absement,TypeAlias,Missing,,,
uom,elicit_uom,uom::si::absement::Dimension,TypeAlias,Missing,,,
uom,elicit_uom,uom::si::absement::Units,Enum,Missing,,,
uom,elicit_uom,uom::si::absement::attometer_second,Struct,Missing,,,
uom,elicit_uom,uom::si::absement::centimeter_second,Struct,Missing,,,
uom,elicit_uom,uom::si::absement::decameter_second,Struct,Missing,,,
uom,elicit_uom,uom::si::absement::decimeter_second,Struct,Missing,,,
uom,elicit_uom,uom::si::absement::exameter_second,Struct,Missing,,,
uom,elicit_uom,uom::si::absement::femtometer_second,Struct,Missing,,,
uom,elicit_uom,uom::si::absement::foot_second,Struct,Missing,,,
uom,elicit_uom,uom::si::absement::gigameter_second,Struct,Missing,,,
uom,elicit_uom,uom::si::absement::hectometer_second,Struct,Missing,,,
uom,elicit_uom,uom::si::absement::inch_second,Struct,Missing,,,
uom,elicit_uom,uom::si::absement::kilometer_hour,Struct,Missing,,,
uom,elicit_uom,uom::si::absement::kilometer_second,Struct,Missing,,,
uom,elicit_uom,uom::si::absement::megameter_second,Struct,Missing,,,
uom,elicit_uom,uom::si::absement::meter_second,Struct,Missing,,,
uom,elicit_uom,uom::si::absement::micrometer_second,Struct,Missing,,,
uom,elicit_uom,uom::si::absement::millimeter_second,Struct,Missing,,,
uom,elicit_uom,uom::si::absement::nanometer_second,Struct,Missing,,,
uom,elicit_uom,uom::si::absement::petameter_second,Struct,Missing,,,
uom,elicit_uom,uom::si::absement::picometer_second,Struct,Missing,,,
uom,elicit_uom,uom::si::absement::terameter_second,Struct,Missing,,,
uom,elicit_uom,uom::si::absement::yoctometer_second,Struct,Missing,,,
uom,elicit_uom,uom::si::absement::yottameter_second,Struct,Missing,,,
uom,elicit_uom,uom::si::absement::zeptometer_second,Struct,Missing,,,
uom,elicit_uom,uom::si::absement::zettameter_second,Struct,Missing,,,
uom,elicit_uom,uom::si::acceleration::Acceleration,TypeAlias,Missing,,,
uom,elicit_uom,uom::si::acceleration::Dimension,TypeAlias,Missing,,,
uom,elicit_uom,uom::si::acceleration::Units,Enum,Missing,,,
uom,elicit_uom,uom::si::acceleration::attometer_per_second_squared,Struct,Missing,,,
uom,elicit_uom,uom::si::acceleration::centimeter_per_second_squared,Struct,Missing,,,
uom,elicit_uom,uom::si::acceleration::decameter_per_second_squared,Struct,Missing,,,
uom,elicit_uom,uom::si::acceleration::decimeter_per_second_squared,Struct,Missing,,,
uom,elicit_uom,uom::si::acceleration::exameter_per_second_squared,Struct,Missing,,,
uom,elicit_uom,uom::si::acceleration::femtometer_per_second_squared,Struct,Missing,,,
uom,elicit_uom,uom::si::acceleration::foot_per_second_squared,Struct,Missing,,,
uom,elicit_uom,uom::si::acceleration::galileo,Struct,Missing,,,
uom,elicit_uom,uom::si::acceleration::gigameter_per_second_squared,Struct,Missing,,,
uom,elicit_uom,uom::si::acceleration::hectometer_per_second_squared,Struct,Missing,,,
uom,elicit_uom,uom::si::acceleration::inch_per_second_squared,Struct,Missing,,,
uom,elicit_uom,uom::si::acceleration::kilometer_per_second_squared,Struct,Missing,,,
uom,elicit_uom,uom::si::acceleration::megameter_per_second_squared,Struct,Missing,,,
uom,elicit_uom,uom::si::acceleration::meter_per_second_squared,Struct,Missing,,,
uom,elicit_uom,uom::si::acceleration::micrometer_per_second_squared,Struct,Missing,,,
uom,elicit_uom,uom::si::acceleration::millimeter_per_minute_squared,Struct,Missing,,,
uom,elicit_uom,uom::si::acceleration::millimeter_per_second_squared,Struct,Missing,,,
uom,elicit_uom,uom::si::acceleration::nanometer_per_second_squared,Struct,Missing,,,
uom,elicit_uom,uom::si::acceleration::petameter_per_second_squared,Struct,Missing,,,
uom,elicit_uom,uom::si::acceleration::picometer_per_second_squared,Struct,Missing,,,
uom,elicit_uom,uom::si::acceleration::standard_gravity,Struct,Missing,,,
uom,elicit_uom,uom::si::acceleration::terameter_per_second_squared,Struct,Missing,,,
uom,elicit_uom,uom::si::acceleration::yoctometer_per_second_squared,Struct,Missing,,,
uom,elicit_uom,uom::si::acceleration::yottameter_per_second_squared,Struct,Missing,,,
uom,elicit_uom,uom::si::acceleration::zeptometer_per_second_squared,Struct,Missing,,,
uom,elicit_uom,uom::si::acceleration::zettameter_per_second_squared,Struct,Missing,,,
uom,elicit_uom,uom::si::action::Action,TypeAlias,Missing,,,
uom,elicit_uom,uom::si::action::Dimension,TypeAlias,Missing,,,
uom,elicit_uom,uom::si::action::Units,Enum,Missing,,,
uom,elicit_uom,uom::si::action::atomic_unit_of_action,Struct,Missing,,,
uom,elicit_uom,uom::si::action::electronvolt_second,Struct,Missing,,,
uom,elicit_uom,uom::si::action::erg_second,Struct,Missing,,,
uom,elicit_uom,uom::si::action::joule_second,Struct,Missing,,,
uom,elicit_uom,uom::si::action::planck_constant,Struct,Missing,,,
uom,elicit_uom,uom::si::action::reduced_planck_constant,Struct,Missing,,,
uom,elicit_uom,uom::si::amount_of_substance::AmountOfSubstance,TypeAlias,Missing,,,
uom,elicit_uom,uom::si::amount_of_substance::Dimension,TypeAlias,Missing,,,
uom,elicit_uom,uom::si::amount_of_substance::Units,Enum,Missing,,,
uom,elicit_uom,uom::si::amount_of_substance::attomole,Struct,Missing,,,
uom,elicit_uom,uom::si::amount_of_substance::centimole,Struct,Missing,,,
uom,elicit_uom,uom::si::amount_of_substance::decamole,Struct,Missing,,,
uom,elicit_uom,uom::si::amount_of_substance::decimole,Struct,Missing,,,
uom,elicit_uom,uom::si::amount_of_substance::examole,Struct,Missing,,,
uom,elicit_uom,uom::si::amount_of_substance::femtomole,Struct,Missing,,,
uom,elicit_uom,uom::si::amount_of_substance::gigamole,Struct,Missing,,,
uom,elicit_uom,uom::si::amount_of_substance::hectomole,Struct,Missing,,,
uom,elicit_uom,uom::si::amount_of_substance::kilomole,Struct,Missing,,,
uom,elicit_uom,uom::si::amount_of_substance::megamole,Struct,Missing,,,
uom,elicit_uom,uom::si::amount_of_substance::micromole,Struct,Missing,,,
uom,elicit_uom,uom::si::amount_of_substance::millimole,Struct,Missing,,,
uom,elicit_uom,uom::si::amount_of_substance::mole,Struct,Missing,,,
uom,elicit_uom,uom::si::amount_of_substance::nanomole,Struct,Missing,,,
uom,elicit_uom,uom::si::amount_of_substance::particle,Struct,Missing,,,
uom,elicit_uom,uom::si::amount_of_substance::petamole,Struct,Missing,,,
uom,elicit_uom,uom::si::amount_of_substance::picomole,Struct,Missing,,,
uom,elicit_uom,uom::si::amount_of_substance::standard_centimeter,Struct,Missing,,,
uom,elicit_uom,uom::si::amount_of_substance::standard_cubic_foot,Struct,Missing,,,
uom,elicit_uom,uom::si::amount_of_substance::standard_cubic_meter,Struct,Missing,,,
uom,elicit_uom,uom::si::amount_of_substance::standard_liter,Struct,Missing,,,
uom,elicit_uom,uom::si::amount_of_substance::teramole,Struct,Missing,,,
uom,elicit_uom,uom::si::amount_of_substance::yoctomole,Struct,Missing,,,
uom,elicit_uom,uom::si::amount_of_substance::yottamole,Struct,Missing,,,
uom,elicit_uom,uom::si::amount_of_substance::zeptomole,Struct,Missing,,,
uom,elicit_uom,uom::si::amount_of_substance::zettamole,Struct,Missing,,,
uom,elicit_uom,uom::si::angle::Angle,TypeAlias,Missing,,,
uom,elicit_uom,uom::si::angle::Dimension,TypeAlias,Missing,,,
uom,elicit_uom,uom::si::angle::Units,Enum,Missing,,,
uom,elicit_uom,uom::si::angle::degree,Struct,Missing,,,
uom,elicit_uom,uom::si::angle::gon,Struct,Missing,,,
uom,elicit_uom,uom::si::angle::mil,Struct,Missing,,,
uom,elicit_uom,uom::si::angle::minute,Struct,Missing,,,
uom,elicit_uom,uom::si::angle::radian,Struct,Missing,,,
uom,elicit_uom,uom::si::angle::revolution,Struct,Missing,,,
uom,elicit_uom,uom::si::angle::second,Struct,Missing,,,
uom,elicit_uom,uom::si::angular_absement::AngularAbsement,TypeAlias,Missing,,,
uom,elicit_uom,uom::si::angular_absement::Dimension,TypeAlias,Missing,,,
uom,elicit_uom,uom::si::angular_absement::Units,Enum,Missing,,,
uom,elicit_uom,uom::si::angular_absement::degree_second,Struct,Missing,,,
uom,elicit_uom,uom::si::angular_absement::radian_second,Struct,Missing,,,
uom,elicit_uom,uom::si::angular_acceleration::AngularAcceleration,TypeAlias,Missing,,,
uom,elicit_uom,uom::si::angular_acceleration::Dimension,TypeAlias,Missing,,,
uom,elicit_uom,uom::si::angular_acceleration::Units,Enum,Missing,,,
uom,elicit_uom,uom::si::angular_acceleration::degree_per_second_squared,Struct,Missing,,,
uom,elicit_uom,uom::si::angular_acceleration::radian_per_second_squared,Struct,Missing,,,
uom,elicit_uom,uom::si::angular_jerk::AngularJerk,TypeAlias,Missing,,,
uom,elicit_uom,uom::si::angular_jerk::Dimension,TypeAlias,Missing,,,
uom,elicit_uom,uom::si::angular_jerk::Units,Enum,Missing,,,
uom,elicit_uom,uom::si::angular_jerk::degree_per_second_cubed,Struct,Missing,,,
uom,elicit_uom,uom::si::angular_jerk::radian_per_second_cubed,Struct,Missing,,,
uom,elicit_uom,uom::si::angular_momentum::AngularMomentum,TypeAlias,Missing,,,
uom,elicit_uom,uom::si::angular_momentum::Dimension,TypeAlias,Missing,,,
uom,elicit_uom,uom::si::angular_momentum::Units,Enum,Missing,,,
uom,elicit_uom,uom::si::angular_momentum::attonewton_meter_second,Struct,Missing,,,
uom,elicit_uom,uom::si::angular_momentum::centinewton_meter_second,Struct,Missing,,,
uom,elicit_uom,uom::si::angular_momentum::decanewton_meter_second,Struct,Missing,,,
uom,elicit_uom,uom::si::angular_momentum::decinewton_meter_second,Struct,Missing,,,
uom,elicit_uom,uom::si::angular_momentum::exanewton_meter_second,Struct,Missing,,,
uom,elicit_uom,uom::si::angular_momentum::femtonewton_meter_second,Struct,Missing,,,
uom,elicit_uom,uom::si::angular_momentum::giganewton_meter_second,Struct,Missing,,,
uom,elicit_uom,uom::si::angular_momentum::hectonewton_meter_second,Struct,Missing,,,
uom,elicit_uom,uom::si::angular_momentum::kilogram_square_meter_per_second,Struct,Missing,,,
uom,elicit_uom,uom::si::angular_momentum::kilonewton_meter_second,Struct,Missing,,,
uom,elicit_uom,uom::si::angular_momentum::meganewton_meter_second,Struct,Missing,,,
uom,elicit_uom,uom::si::angular_momentum::micronewton_meter_second,Struct,Missing,,,
uom,elicit_uom,uom::si::angular_momentum::millinewton_meter_second,Struct,Missing,,,
uom,elicit_uom,uom::si::angular_momentum::nanonewton_meter_second,Struct,Missing,,,
uom,elicit_uom,uom::si::angular_momentum::newton_attometer_second,Struct,Missing,,,
uom,elicit_uom,uom::si::angular_momentum::newton_centimeter_second,Struct,Missing,,,
uom,elicit_uom,uom::si::angular_momentum::newton_decameter_second,Struct,Missing,,,
uom,elicit_uom,uom::si::angular_momentum::newton_decimeter_second,Struct,Missing,,,
uom,elicit_uom,uom::si::angular_momentum::newton_exameter_second,Struct,Missing,,,
uom,elicit_uom,uom::si::angular_momentum::newton_femtometer_second,Struct,Missing,,,
uom,elicit_uom,uom::si::angular_momentum::newton_gigameter_second,Struct,Missing,,,
uom,elicit_uom,uom::si::angular_momentum::newton_hectometer_second,Struct,Missing,,,
uom,elicit_uom,uom::si::angular_momentum::newton_kilometer_second,Struct,Missing,,,
uom,elicit_uom,uom::si::angular_momentum::newton_megameter_second,Struct,Missing,,,
uom,elicit_uom,uom::si::angular_momentum::newton_meter_second,Struct,Missing,,,
uom,elicit_uom,uom::si::angular_momentum::newton_micrometer_second,Struct,Missing,,,
uom,elicit_uom,uom::si::angular_momentum::newton_millimeter_second,Struct,Missing,,,
uom,elicit_uom,uom::si::angular_momentum::newton_nanometer_second,Struct,Missing,,,
uom,elicit_uom,uom::si::angular_momentum::newton_petameter_second,Struct,Missing,,,
uom,elicit_uom,uom::si::angular_momentum::newton_picometer_second,Struct,Missing,,,
uom,elicit_uom,uom::si::angular_momentum::newton_terameter_second,Struct,Missing,,,
uom,elicit_uom,uom::si::angular_momentum::newton_yoctometer_second,Struct,Missing,,,
uom,elicit_uom,uom::si::angular_momentum::newton_yottameter_second,Struct,Missing,,,
uom,elicit_uom,uom::si::angular_momentum::newton_zeptometer_second,Struct,Missing,,,
uom,elicit_uom,uom::si::angular_momentum::newton_zettameter_second,Struct,Missing,,,
uom,elicit_uom,uom::si::angular_momentum::petanewton_meter_second,Struct,Missing,,,
uom,elicit_uom,uom::si::angular_momentum::piconewton_meter_second,Struct,Missing,,,
uom,elicit_uom,uom::si::angular_momentum::teranewton_meter_second,Struct,Missing,,,
uom,elicit_uom,uom::si::angular_momentum::yoctonewton_meter_second,Struct,Missing,,,
uom,elicit_uom,uom::si::angular_momentum::yottanewton_meter_second,Struct,Missing,,,
uom,elicit_uom,uom::si::angular_momentum::zeptonewton_meter_second,Struct,Missing,,,
uom,elicit_uom,uom::si::angular_momentum::zettanewton_meter_second,Struct,Missing,,,
uom,elicit_uom,uom::si::angular_velocity::AngularVelocity,TypeAlias,Missing,,,
uom,elicit_uom,uom::si::angular_velocity::Dimension,TypeAlias,Missing,,,
uom,elicit_uom,uom::si::angular_velocity::Units,Enum,Missing,,,
uom,elicit_uom,uom::si::angular_velocity::degree_per_second,Struct,Missing,,,
uom,elicit_uom,uom::si::angular_velocity::radian_per_second,Struct,Missing,,,
uom,elicit_uom,uom::si::angular_velocity::revolution_per_hour,Struct,Missing,,,
uom,elicit_uom,uom::si::angular_velocity::revolution_per_minute,Struct,Missing,,,
uom,elicit_uom,uom::si::angular_velocity::revolution_per_second,Struct,Missing,,,
uom,elicit_uom,uom::si::area::Area,TypeAlias,Missing,,,
uom,elicit_uom,uom::si::area::Dimension,TypeAlias,Missing,,,
uom,elicit_uom,uom::si::area::Units,Enum,Missing,,,
uom,elicit_uom,uom::si::area::acre,Struct,Missing,,,
uom,elicit_uom,uom::si::area::actus_quadratus,Struct,Missing,,,
uom,elicit_uom,uom::si::area::actus_simplex,Struct,Missing,,,
uom,elicit_uom,uom::si::area::are,Struct,Missing,,,
uom,elicit_uom,uom::si::area::barn,Struct,Missing,,,
uom,elicit_uom,uom::si::area::bes,Struct,Missing,,,
uom,elicit_uom,uom::si::area::centuria,Struct,Missing,,,
uom,elicit_uom,uom::si::area::circular_mil,Struct,Missing,,,
uom,elicit_uom,uom::si::area::clima,Struct,Missing,,,
uom,elicit_uom,uom::si::area::deunx,Struct,Missing,,,
uom,elicit_uom,uom::si::area::dextans,Struct,Missing,,,
uom,elicit_uom,uom::si::area::dimidium_scrupulum,Struct,Missing,,,
uom,elicit_uom,uom::si::area::dodrans,Struct,Missing,,,
uom,elicit_uom,uom::si::area::duo_scrupulum,Struct,Missing,,,
uom,elicit_uom,uom::si::area::hectare,Struct,Missing,,,
uom,elicit_uom,uom::si::area::heredium,Struct,Missing,,,
uom,elicit_uom,uom::si::area::jugerum,Struct,Missing,,,
uom,elicit_uom,uom::si::area::pes_quadratus,Struct,Missing,,,
uom,elicit_uom,uom::si::area::quadrans,Struct,Missing,,,
uom,elicit_uom,uom::si::area::quincunx,Struct,Missing,,,
uom,elicit_uom,uom::si::area::saltus,Struct,Missing,,,
uom,elicit_uom,uom::si::area::scrupulum,Struct,Missing,,,
uom,elicit_uom,uom::si::area::semis,Struct,Missing,,,
uom,elicit_uom,uom::si::area::semiuncia,Struct,Missing,,,
uom,elicit_uom,uom::si::area::septunx,Struct,Missing,,,
uom,elicit_uom,uom::si::area::sextans,Struct,Missing,,,
uom,elicit_uom,uom::si::area::sextula,Struct,Missing,,,
uom,elicit_uom,uom::si::area::sicilicus,Struct,Missing,,,
uom,elicit_uom,uom::si::area::square_attometer,Struct,Missing,,,
uom,elicit_uom,uom::si::area::square_centimeter,Struct,Missing,,,
uom,elicit_uom,uom::si::area::square_decameter,Struct,Missing,,,
uom,elicit_uom,uom::si::area::square_decimeter,Struct,Missing,,,
uom,elicit_uom,uom::si::area::square_exameter,Struct,Missing,,,
uom,elicit_uom,uom::si::area::square_femtometer,Struct,Missing,,,
uom,elicit_uom,uom::si::area::square_foot,Struct,Missing,,,
uom,elicit_uom,uom::si::area::square_gigameter,Struct,Missing,,,
uom,elicit_uom,uom::si::area::square_hectometer,Struct,Missing,,,
uom,elicit_uom,uom::si::area::square_inch,Struct,Missing,,,
uom,elicit_uom,uom::si::area::square_kilometer,Struct,Missing,,,
uom,elicit_uom,uom::si::area::square_megameter,Struct,Missing,,,
uom,elicit_uom,uom::si::area::square_meter,Struct,Missing,,,
uom,elicit_uom,uom::si::area::square_micrometer,Struct,Missing,,,
uom,elicit_uom,uom::si::area::square_mile,Struct,Missing,,,
uom,elicit_uom,uom::si::area::square_millimeter,Struct,Missing,,,
uom,elicit_uom,uom::si::area::square_nanometer,Struct,Missing,,,
uom,elicit_uom,uom::si::area::square_petameter,Struct,Missing,,,
uom,elicit_uom,uom::si::area::square_picometer,Struct,Missing,,,
uom,elicit_uom,uom::si::area::square_terameter,Struct,Missing,,,
uom,elicit_uom,uom::si::area::square_yard,Struct,Missing,,,
uom,elicit_uom,uom::si::area::square_yoctometer,Struct,Missing,,,
uom,elicit_uom,uom::si::area::square_yottameter,Struct,Missing,,,
uom,elicit_uom,uom::si::area::square_zeptometer,Struct,Missing,,,
uom,elicit_uom,uom::si::area::square_zettameter,Struct,Missing,,,
uom,elicit_uom,uom::si::area::triens,Struct,Missing,,,
uom,elicit_uom,uom::si::area::uncia,Struct,Missing,,,
uom,elicit_uom,uom::si::areal_density_of_states::ArealDensityOfStates,TypeAlias,Missing,,,
uom,elicit_uom,uom::si::areal_density_of_states::Dimension,TypeAlias,Missing,,,
uom,elicit_uom,uom::si::areal_density_of_states::Units,Enum,Missing,,,
uom,elicit_uom,uom::si::areal_density_of_states::state_per_square_centimeter_electronvolt,Struct,Missing,,,
uom,elicit_uom,uom::si::areal_density_of_states::state_per_square_centimeter_joule,Struct,Missing,,,
uom,elicit_uom,uom::si::areal_density_of_states::state_per_square_meter_joule,Struct,Missing,,,
uom,elicit_uom,uom::si::areal_heat_capacity::ArealHeatCapacity,TypeAlias,Missing,,,
uom,elicit_uom,uom::si::areal_heat_capacity::Dimension,TypeAlias,Missing,,,
uom,elicit_uom,uom::si::areal_heat_capacity::Units,Enum,Missing,,,
uom,elicit_uom,uom::si::areal_heat_capacity::joule_per_square_meter_kelvin,Struct,Missing,,,
uom,elicit_uom,uom::si::areal_mass_density::ArealMassDensity,TypeAlias,Missing,,,
uom,elicit_uom,uom::si::areal_mass_density::Dimension,TypeAlias,Missing,,,
uom,elicit_uom,uom::si::areal_mass_density::Units,Enum,Missing,,,
uom,elicit_uom,uom::si::areal_mass_density::gram_per_square_centimeter,Struct,Missing,,,
uom,elicit_uom,uom::si::areal_mass_density::gram_per_square_meter,Struct,Missing,,,
uom,elicit_uom,uom::si::areal_mass_density::kilogram_per_square_meter,Struct,Missing,,,
uom,elicit_uom,uom::si::areal_mass_density::ounce_per_square_foot,Struct,Missing,,,
uom,elicit_uom,uom::si::areal_number_density::ArealNumberDensity,TypeAlias,Missing,,,
uom,elicit_uom,uom::si::areal_number_density::Dimension,TypeAlias,Missing,,,
uom,elicit_uom,uom::si::areal_number_density::Units,Enum,Missing,,,
uom,elicit_uom,uom::si::areal_number_density::per_acre,Struct,Missing,,,
uom,elicit_uom,uom::si::areal_number_density::per_are,Struct,Missing,,,
uom,elicit_uom,uom::si::areal_number_density::per_barn,Struct,Missing,,,
uom,elicit_uom,uom::si::areal_number_density::per_circular_mil,Struct,Missing,,,
uom,elicit_uom,uom::si::areal_number_density::per_hectare,Struct,Missing,,,
uom,elicit_uom,uom::si::areal_number_density::per_square_centimeter,Struct,Missing,,,
uom,elicit_uom,uom::si::areal_number_density::per_square_decimeter,Struct,Missing,,,
uom,elicit_uom,uom::si::areal_number_density::per_square_foot,Struct,Missing,,,
uom,elicit_uom,uom::si::areal_number_density::per_square_inch,Struct,Missing,,,
uom,elicit_uom,uom::si::areal_number_density::per_square_kilometer,Struct,Missing,,,
