item_path,item_kind,status,shadow_item,drift_confidence,notes
bevy_render::render_resource::bindless::BindlessSlabResourceLimit,Enum,Missing,,,
bevy_render::render_resource::buffer::Buffer,Struct,Missing,,,
bevy_render::render_resource::buffer::BufferId,Struct,Missing,,,
bevy_render::render_resource::buffer::BufferSlice,Struct,Missing,,,
bevy_render::render_resource::buffer_vec::BufferVec,Struct,Missing,,,
bevy_render::render_resource::buffer_vec::RawBufferVec,Struct,Missing,,,
bevy_render::render_resource::buffer_vec::WriteBufferRangeError,Enum,Missing,,,
bevy_render::render_resource::gpu_array_buffer::GpuArrayBuffer,Enum,Missing,,,
bevy_render::render_resource::gpu_array_buffer::GpuArrayBufferIndex,Struct,Missing,,,
bevy_render::render_resource::pipeline::BindGroupLayoutDescriptor,Struct,Missing,,,
bevy_render::render_resource::pipeline::ComputePipeline,Struct,Missing,,,
bevy_render::render_resource::pipeline::ComputePipelineDescriptor,Struct,Missing,,,
bevy_render::render_resource::pipeline::ComputePipelineId,Struct,Missing,,,
bevy_render::render_resource::pipeline::FragmentState,Struct,Missing,,,
bevy_render::render_resource::pipeline::NoFragmentStateError,Struct,Missing,,,
bevy_render::render_resource::pipeline::RenderPipeline,Struct,Missing,,,
bevy_render::render_resource::pipeline::RenderPipelineDescriptor,Struct,Missing,,,
bevy_render::render_resource::pipeline::RenderPipelineId,Struct,Missing,,,
bevy_render::render_resource::pipeline::VertexState,Struct,Missing,,,
bevy_render::render_resource::pipeline_cache::BindGroupLayoutCache,Struct,Missing,,,
bevy_render::render_resource::pipeline_cache::CachedComputePipelineId,Struct,Missing,,,
bevy_render::render_resource::pipeline_cache::CachedPipelineState,Enum,Missing,,,
bevy_render::render_resource::pipeline_cache::CachedRenderPipelineId,Struct,Missing,,,
bevy_render::render_resource::pipeline_cache::LayoutCache,Struct,Missing,,,
bevy_render::render_resource::pipeline_cache::Pipeline,Enum,Missing,,,
bevy_render::render_resource::pipeline_cache::PipelineCache,Struct,Missing,,,
bevy_render::render_resource::pipeline_cache::PipelineDescriptor,Enum,Missing,,,
bevy_render::render_resource::pipeline_specializer::SpecializedComputePipelines,Struct,Missing,,,
bevy_render::render_resource::pipeline_specializer::SpecializedMeshPipelineError,Enum,Missing,,,
bevy_render::render_resource::pipeline_specializer::SpecializedMeshPipelines,Struct,Missing,,,
bevy_render::render_resource::pipeline_specializer::SpecializedRenderPipelines,Struct,Missing,,,
bevy_render::render_resource::storage_buffer::DynamicStorageBuffer,Struct,Missing,,,
bevy_render::render_resource::storage_buffer::StorageBuffer,Struct,Missing,,,
bevy_render::render_resource::texture::DefaultImageSampler,Struct,Missing,,,
bevy_render::render_resource::texture::Sampler,Struct,Missing,,,
bevy_render::render_resource::texture::SamplerId,Struct,Missing,,,
bevy_render::render_resource::texture::SurfaceTexture,Struct,Missing,,,
bevy_render::render_resource::texture::Texture,Struct,Missing,,,
bevy_render::render_resource::texture::TextureId,Struct,Missing,,,
bevy_render::render_resource::texture::TextureView,Struct,Missing,,,
bevy_render::render_resource::texture::TextureViewId,Struct,Missing,,,
bevy_render::render_resource::uniform_buffer::DynamicUniformBuffer,Struct,Missing,,,
bevy_render::render_resource::uniform_buffer::DynamicUniformBufferWriter,Struct,Missing,,,
bevy_render::render_resource::uniform_buffer::QueueWriteBufferViewWrapper,Struct,Missing,,,
bevy_render::render_resource::uniform_buffer::UniformBuffer,Struct,Missing,,,
bevy_render::renderer::RenderAdapter,Struct,Missing,,,
bevy_render::renderer::RenderAdapterInfo,Struct,Missing,,,
bevy_render::renderer::RenderContext,Struct,Missing,,,
bevy_render::renderer::RenderInstance,Struct,Missing,,,
bevy_render::renderer::RenderQueue,Struct,Missing,,,
bevy_render::renderer::graph_runner::RenderGraphRunnerError,Enum,Missing,,,
bevy_render::renderer::raw_vulkan_init::AdditionalVulkanFeatures,Struct,Missing,,,
bevy_render::renderer::raw_vulkan_init::CreateRawVulkanDeviceError,Enum,Missing,,,
bevy_render::renderer::raw_vulkan_init::RawVulkanInitSettings,Struct,Missing,,,
bevy_render::renderer::render_device::RenderDevice,Struct,Missing,,,
bevy_render::renderer::wgpu_wrapper::WgpuWrapper,Struct,Missing,,,
bevy_render::settings::RenderCreation,Enum,Missing,,,
bevy_render::settings::RenderResources,Struct,Missing,,,
bevy_render::settings::WgpuSettings,Struct,Missing,,,
bevy_render::settings::WgpuSettingsPriority,Enum,Missing,,,
bevy_render::storage::GpuShaderStorageBuffer,Struct,Missing,,,
bevy_render::storage::ShaderStorageBuffer,Struct,Missing,,,
bevy_render::storage::StoragePlugin,Struct,Missing,,,
bevy_render::sync_component::SyncComponentPlugin,Struct,Missing,,,
bevy_render::sync_world::EntityRecord,Enum,Missing,,,
bevy_render::sync_world::MainEntity,Struct,Missing,,,
bevy_render::sync_world::PendingSyncEntity,Struct,Missing,,,
bevy_render::sync_world::RenderEntity,Struct,Missing,,,
bevy_render::sync_world::SyncToRenderWorld,Struct,Missing,,,
bevy_render::sync_world::SyncWorldPlugin,Struct,Missing,,,
bevy_render::sync_world::TemporaryRenderEntity,Struct,Missing,,,
bevy_render::texture::TexturePlugin,Struct,Missing,,,
bevy_render::texture::fallback_image::FallbackImage,Struct,Missing,,,
bevy_render::texture::fallback_image::FallbackImageCubemap,Struct,Missing,,,
bevy_render::texture::fallback_image::FallbackImageFormatMsaaCache,Struct,Missing,,,
bevy_render::texture::fallback_image::FallbackImageMsaa,Struct,Missing,,,
bevy_render::texture::fallback_image::FallbackImageZero,Struct,Missing,,,
bevy_render::texture::fallback_image::_::FetchState,Struct,Missing,,,
bevy_render::texture::gpu_image::GpuImage,Struct,Missing,,,
bevy_render::texture::manual_texture_view::ManualTextureView,Struct,Missing,,,
bevy_render::texture::manual_texture_view::ManualTextureViews,Struct,Missing,,,
bevy_render::texture::texture_attachment::ColorAttachment,Struct,Missing,,,
bevy_render::texture::texture_attachment::DepthAttachment,Struct,Missing,,,
bevy_render::texture::texture_attachment::OutputColorAttachment,Struct,Missing,,,
bevy_render::texture::texture_cache::CachedTexture,Struct,Missing,,,
bevy_render::texture::texture_cache::TextureCache,Struct,Missing,,,
bevy_render::view::ColorGrading,Struct,Covered,elicit_bevy::render::ColorGrading,,
bevy_render::view::ColorGradingGlobal,Struct,Covered,elicit_bevy::render::ColorGradingGlobal,,
bevy_render::view::ColorGradingSection,Struct,Covered,elicit_bevy::render::ColorGradingSection,,
bevy_render::view::ColorGradingUniform,Struct,Missing,,,
bevy_render::view::ExtractedView,Struct,Missing,,,
bevy_render::view::Hdr,Struct,Covered,elicit_bevy::render::Hdr,,
bevy_render::view::MainTargetTextures,Struct,Missing,,,
bevy_render::view::Msaa,Enum,Covered,elicit_bevy::render::Msaa,,
bevy_render::view::NoIndirectDrawing,Struct,Missing,,,
bevy_render::view::RetainedViewEntity,Struct,Missing,,,
bevy_render::view::ViewDepthTexture,Struct,Missing,,,
bevy_render::view::ViewPlugin,Struct,Missing,,,
bevy_render::view::ViewTarget,Struct,Missing,,,
bevy_render::view::ViewTargetAttachments,Struct,Missing,,,
bevy_render::view::ViewUniform,Struct,Missing,,,
bevy_render::view::ViewUniformOffset,Struct,Missing,,,
bevy_render::view::ViewUniforms,Struct,Missing,,,
bevy_render::view::visibility::RenderVisibleEntities,Struct,Missing,,,
bevy_render::view::visibility::range::RenderVisibilityRangePlugin,Struct,Missing,,,
bevy_render::view::visibility::range::RenderVisibilityRanges,Struct,Missing,,,
bevy_render::view::window::ExtractedWindow,Struct,Missing,,,
bevy_render::view::window::ExtractedWindows,Struct,Missing,,,
bevy_render::view::window::WindowRenderPlugin,Struct,Missing,,,
bevy_render::view::window::WindowSurfaces,Struct,Missing,,,
bevy_render::view::window::screenshot::Captured,Struct,Missing,,,
bevy_render::view::window::screenshot::CapturedScreenshots,Struct,Missing,,,
bevy_render::view::window::screenshot::Capturing,Struct,Missing,,,
bevy_render::view::window::screenshot::RenderScreenshotTargets,Struct,Missing,,,
bevy_render::view::window::screenshot::RenderScreenshotsPrepared,Struct,Missing,,,
bevy_render::view::window::screenshot::RenderScreenshotsSender,Struct,Missing,,,
bevy_render::view::window::screenshot::Screenshot,Struct,Missing,,,
bevy_render::view::window::screenshot::ScreenshotCaptured,Struct,Missing,,,
bevy_render::view::window::screenshot::ScreenshotPlugin,Struct,Missing,,,
bevy_render::view::window::screenshot::ScreenshotToScreenPipeline,Struct,Missing,,,
bevy_scene::ScenePlugin,Struct,Missing,,,
bevy_scene::components::DynamicSceneRoot,Struct,Missing,,,
bevy_scene::components::SceneRoot,Struct,Missing,,,
bevy_scene::dynamic_scene::DynamicEntity,Struct,Missing,,,
bevy_scene::dynamic_scene::DynamicScene,Struct,Missing,,,
bevy_scene::scene::Scene,Struct,Missing,,,
bevy_scene::scene_filter::SceneFilter,Enum,Missing,,,
bevy_scene::scene_loader::SceneLoader,Struct,Missing,,,
bevy_scene::scene_loader::SceneLoaderError,Enum,Missing,,,
bevy_scene::scene_spawner::InstanceId,Struct,Missing,,,
bevy_scene::scene_spawner::InstanceInfo,Struct,Missing,,,
bevy_scene::scene_spawner::SceneInstance,Struct,Missing,,,
bevy_scene::scene_spawner::SceneInstanceReady,Struct,Covered,elicit_bevy::scene::SceneInstanceReady,,
bevy_scene::scene_spawner::SceneSpawnError,Enum,Missing,,,
bevy_scene::scene_spawner::SceneSpawner,Struct,Missing,,,
bevy_scene::scene_spawner::SceneSpawnerSystems,Enum,Missing,,,
bevy_scene::serde::EntitiesSerializer,Struct,Missing,,,
bevy_scene::serde::EntityField,Enum,Missing,,,
bevy_scene::serde::EntitySerializer,Struct,Missing,,,
bevy_scene::serde::SceneDeserializer,Struct,Missing,,,
bevy_scene::serde::SceneEntitiesDeserializer,Struct,Missing,,,
bevy_scene::serde::SceneEntitiesVisitor,Struct,Missing,,,
bevy_scene::serde::SceneEntityDeserializer,Struct,Missing,,,
bevy_scene::serde::SceneEntityVisitor,Struct,Missing,,,
bevy_scene::serde::SceneField,Enum,Missing,,,
bevy_scene::serde::SceneMapDeserializer,Struct,Missing,,,
bevy_scene::serde::SceneMapSerializer,Struct,Missing,,,
bevy_scene::serde::SceneMapVisitor,Struct,Missing,,,
bevy_scene::serde::SceneSerializer,Struct,Missing,,,
bevy_scene::serde::SceneVisitor,Struct,Missing,,,
bevy_scene::serde::_::deserialize::__FieldVisitor,Struct,Missing,,,
bevy_scene::serde::_::deserialize::__FieldVisitor,Struct,Missing,,,
bevy_shader::shader::Shader,Struct,Missing,,,
bevy_shader::shader::ShaderId,Struct,Missing,,,
bevy_shader::shader::ShaderImport,Enum,Missing,,,
bevy_shader::shader::ShaderLoader,Struct,Missing,,,
bevy_shader::shader::ShaderLoaderError,Enum,Missing,,,
bevy_shader::shader::ShaderRef,Enum,Missing,,,
bevy_shader::shader::ShaderReflectError,Enum,Missing,,,
bevy_shader::shader::ShaderSettings,Struct,Missing,,,
bevy_shader::shader::Source,Enum,Missing,,,
bevy_shader::shader::ValidateShader,Enum,Missing,,,
bevy_shader::shader::_::deserialize::__Field,Enum,Missing,,,
bevy_shader::shader::_::deserialize::__FieldVisitor,Struct,Missing,,,
bevy_shader::shader::_::deserialize::__Visitor,Struct,Missing,,,
bevy_shader::shader_cache::PipelineCacheError,Enum,Missing,,,
bevy_shader::shader_cache::ShaderCacheSource,Enum,Missing,,,
bevy_shader::shader_cache::ShaderData,Struct,Missing,,,
bevy_shader::shader_cache::ShaderDefVal,Enum,Missing,,,
bevy_shader::shader_cache::ShaderResolver,Struct,Missing,,,
bevy_shader::shader_cache::_::deserialize::__Field,Enum,Missing,,,
bevy_shader::shader_cache::_::deserialize::__FieldVisitor,Struct,Missing,,,
bevy_shader::shader_cache::_::deserialize::__Visitor,Struct,Missing,,,
bevy_shader::shader_cache::_::deserialize::visit_enum::__Visitor,Struct,Missing,,,
bevy_shader::shader_cache::_::deserialize::visit_enum::__Visitor,Struct,Missing,,,
bevy_shader::shader_cache::_::deserialize::visit_enum::__Visitor,Struct,Missing,,,
bevy_solari::SolariPlugins,Struct,Missing,,,
bevy_solari::pathtracer::Pathtracer,Struct,Missing,,,
bevy_solari::pathtracer::PathtracingPlugin,Struct,Missing,,,
bevy_solari::pathtracer::node::PathtracerNode,Struct,Missing,,,
bevy_solari::pathtracer::node::graph::PathtracerNode,Struct,Missing,,,
bevy_solari::pathtracer::prepare::PathtracerAccumulationTexture,Struct,Missing,,,
bevy_solari::realtime::SolariLighting,Struct,Missing,,,
bevy_solari::realtime::SolariLightingPlugin,Struct,Missing,,,
bevy_solari::realtime::node::SolariLightingNode,Struct,Missing,,,
bevy_solari::realtime::node::graph::SolariLightingNode,Struct,Missing,,,
bevy_solari::realtime::prepare::SolariLightingResources,Struct,Missing,,,
bevy_solari::scene::RaytracingScenePlugin,Struct,Missing,,,
bevy_solari::scene::binder::GpuDirectionalLight,Struct,Drifted,elicit_bevy::light::DirectionalLight,0.81,probable rename
bevy_solari::scene::binder::GpuInstanceGeometryIds,Struct,Missing,,,
bevy_solari::scene::binder::GpuLightSource,Struct,Missing,,,
bevy_solari::scene::binder::GpuMaterial,Struct,Missing,,,
bevy_solari::scene::binder::RaytracingSceneBindings,Struct,Missing,,,
bevy_solari::scene::blas::BlasManager,Struct,Missing,,,
bevy_solari::scene::extract::StandardMaterialAssets,Struct,Missing,,,
bevy_solari::scene::types::RaytracingMesh3d,Struct,Missing,,,
bevy_sprite::SpritePlugin,Struct,Missing,,,
bevy_sprite::SpriteSystems,Enum,Missing,,,
bevy_sprite::picking_backend::SpritePickingCamera,Struct,Covered,elicit_bevy::sprite::SpritePickingCamera,,
bevy_sprite::picking_backend::SpritePickingMode,Enum,Covered,elicit_bevy::sprite::SpritePickingMode,,
bevy_sprite::picking_backend::SpritePickingPlugin,Struct,Missing,,,
bevy_sprite::picking_backend::SpritePickingSettings,Struct,Covered,elicit_bevy::sprite::SpritePickingSettings,,
bevy_sprite::sprite::Anchor,Struct,Covered,elicit_bevy::sprite::Anchor,,
bevy_sprite::sprite::Sprite,Struct,Covered,elicit_bevy::sprite::Sprite,,
bevy_sprite::sprite::SpriteImageMode,Enum,Covered,elicit_bevy::sprite::SpriteImageMode,,
bevy_sprite::sprite::SpriteScalingMode,Enum,Covered,elicit_bevy::sprite::SpriteScalingMode,,
bevy_sprite::text2d::Text2d,Struct,Covered,elicit_bevy::sprite::Text2d,,
bevy_sprite::text2d::Text2dShadow,Struct,Covered,elicit_bevy::sprite::Text2dShadow,,
bevy_sprite::texture_slice::TextureSlice,Struct,Drifted,elicit_bevy::sprite::TextureSlicer,0.93,probable rename
bevy_sprite::texture_slice::border_rect::BorderRect,Struct,Covered,elicit_bevy::sprite::BorderRect,,
bevy_sprite::texture_slice::slicer::SliceScaleMode,Enum,Covered,elicit_bevy::sprite::SliceScaleMode,,
bevy_sprite::texture_slice::slicer::TextureSlicer,Struct,Covered,elicit_bevy::sprite::TextureSlicer,,
bevy_sprite_render::SpriteRenderPlugin,Struct,Missing,,,
bevy_sprite_render::SpriteSystems,Enum,Missing,,,
bevy_sprite_render::mesh2d::color_material::ColorMaterial,Struct,Missing,,,
bevy_sprite_render::mesh2d::color_material::ColorMaterialFlags,Struct,Missing,,,
bevy_sprite_render::mesh2d::color_material::ColorMaterialPlugin,Struct,Missing,,,
bevy_sprite_render::mesh2d::color_material::ColorMaterialUniform,Struct,Missing,,,
bevy_sprite_render::mesh2d::color_material::_::InternalBitFlags,Struct,Missing,,,
bevy_sprite_render::mesh2d::material::AlphaMode2d,Enum,Missing,,,
bevy_sprite_render::mesh2d::material::EntitiesNeedingSpecialization,Struct,Missing,,,
bevy_sprite_render::mesh2d::material::EntitySpecializationTickPair,Struct,Missing,,,
bevy_sprite_render::mesh2d::material::Material2dBindGroupId,Struct,Missing,,,
bevy_sprite_render::mesh2d::material::Material2dKey,Struct,Missing,,,
bevy_sprite_render::mesh2d::material::Material2dPipeline,Struct,Missing,,,
bevy_sprite_render::mesh2d::material::Material2dPlugin,Struct,Missing,,,
bevy_sprite_render::mesh2d::material::MeshMaterial2d,Struct,Missing,,,
bevy_sprite_render::mesh2d::material::PreparedMaterial2d,Struct,Missing,,,
bevy_sprite_render::mesh2d::material::RenderMaterial2dInstances,Struct,Missing,,,
bevy_sprite_render::mesh2d::material::SetMaterial2dBindGroup,Struct,Missing,,,
bevy_sprite_render::mesh2d::material::SpecializedMaterial2dPipelineCache,Struct,Missing,,,
bevy_sprite_render::mesh2d::material::SpecializedMaterial2dViewPipelineCache,Struct,Missing,,,
bevy_sprite_render::mesh2d::mesh::DrawMesh2d,Struct,Missing,,,
bevy_sprite_render::mesh2d::mesh::Mesh2dBindGroup,Struct,Missing,,,
bevy_sprite_render::mesh2d::mesh::Mesh2dMarker,Struct,Missing,,,
bevy_sprite_render::mesh2d::mesh::Mesh2dPipeline,Struct,Missing,,,
bevy_sprite_render::mesh2d::mesh::Mesh2dPipelineKey,Struct,Missing,,,
bevy_sprite_render::mesh2d::mesh::Mesh2dRenderPlugin,Struct,Drifted,elicit_bevy::render_plugin::BevyRenderPlugin,0.75,probable rename
bevy_sprite_render::mesh2d::mesh::Mesh2dTransforms,Struct,Missing,,,
bevy_sprite_render::mesh2d::mesh::Mesh2dUniform,Struct,Missing,,,
bevy_sprite_render::mesh2d::mesh::Mesh2dViewBindGroup,Struct,Missing,,,
bevy_sprite_render::mesh2d::mesh::MeshFlags,Struct,Missing,,,
bevy_sprite_render::mesh2d::mesh::RenderMesh2dInstance,Struct,Missing,,,
bevy_sprite_render::mesh2d::mesh::RenderMesh2dInstances,Struct,Missing,,,
bevy_sprite_render::mesh2d::mesh::SetMesh2dBindGroup,Struct,Missing,,,
bevy_sprite_render::mesh2d::mesh::SetMesh2dViewBindGroup,Struct,Missing,,,
bevy_sprite_render::mesh2d::mesh::ViewKeyCache,Struct,Missing,,,
bevy_sprite_render::mesh2d::mesh::ViewSpecializationTicks,Struct,Missing,,,
bevy_sprite_render::mesh2d::mesh::_::InternalBitFlags,Struct,Missing,,,
bevy_sprite_render::mesh2d::mesh::_::InternalBitFlags,Struct,Missing,,,
bevy_sprite_render::mesh2d::wireframe2d::ExtractedWireframeColor,Struct,Missing,,,
bevy_sprite_render::mesh2d::wireframe2d::GlobalWireframeMaterial,Struct,Missing,,,
bevy_sprite_render::mesh2d::wireframe2d::Mesh2dWireframe,Struct,Missing,,,
bevy_sprite_render::mesh2d::wireframe2d::NoWireframe2d,Struct,Missing,,,
bevy_sprite_render::mesh2d::wireframe2d::RenderWireframeInstances,Struct,Missing,,,
bevy_sprite_render::mesh2d::wireframe2d::RenderWireframeMaterial,Struct,Missing,,,
bevy_sprite_render::mesh2d::wireframe2d::SetWireframe2dPushConstants,Struct,Missing,,,
bevy_sprite_render::mesh2d::wireframe2d::SpecializedWireframePipelineCache,Struct,Missing,,,
bevy_sprite_render::mesh2d::wireframe2d::SpecializedWireframeViewPipelineCache,Struct,Missing,,,
bevy_sprite_render::mesh2d::wireframe2d::Wireframe2d,Struct,Missing,,,
bevy_sprite_render::mesh2d::wireframe2d::Wireframe2dBatchSetKey,Struct,Missing,,,
