item_path,item_kind,status,shadow_item,drift_confidence,notes
bevy_reflect::serde::ser::serializer::ReflectSerializer,Struct,Missing,,,
bevy_reflect::serde::ser::serializer::TypedReflectSerializer,Struct,Missing,,,
bevy_reflect::serde::ser::sets::SetSerializer,Struct,Missing,,,
bevy_reflect::serde::ser::structs::StructSerializer,Struct,Missing,,,
bevy_reflect::serde::ser::tuple_structs::TupleStructSerializer,Struct,Missing,,,
bevy_reflect::serde::ser::tuples::TupleSerializer,Struct,Missing,,,
bevy_reflect::serde::type_data::SerializationData,Struct,Missing,,,
bevy_reflect::serde::type_data::SkippedField,Struct,Missing,,,
bevy_reflect::set::DynamicSet,Struct,Missing,,,
bevy_reflect::set::SetInfo,Struct,Missing,,,
bevy_reflect::std_traits::ReflectDefault,Struct,Missing,,,
bevy_reflect::struct_trait::DynamicStruct,Struct,Missing,,,
bevy_reflect::struct_trait::FieldIter,Struct,Missing,,,
bevy_reflect::struct_trait::StructInfo,Struct,Missing,,,
bevy_reflect::tuple::DynamicTuple,Struct,Missing,,,
bevy_reflect::tuple::TupleFieldIter,Struct,Missing,,,
bevy_reflect::tuple::TupleInfo,Struct,Missing,,,
bevy_reflect::tuple_struct::DynamicTupleStruct,Struct,Missing,,,
bevy_reflect::tuple_struct::TupleStructFieldIter,Struct,Missing,,,
bevy_reflect::tuple_struct::TupleStructInfo,Struct,Missing,,,
bevy_reflect::type_info::OpaqueInfo,Struct,Missing,,,
bevy_reflect::type_info::Type,Struct,Missing,,,
bevy_reflect::type_info::TypeInfo,Enum,Missing,,,
bevy_reflect::type_info::TypeInfoError,Enum,Missing,,,
bevy_reflect::type_info_stack::TypeInfoStack,Struct,Missing,,,
bevy_reflect::type_path::TypePathTable,Struct,Missing,,,
bevy_reflect::type_registry::ReflectDeserialize,Struct,Missing,,,
bevy_reflect::type_registry::ReflectFromPtr,Struct,Missing,,,
bevy_reflect::type_registry::ReflectSerialize,Struct,Missing,,,
bevy_reflect::type_registry::TypeRegistration,Struct,Missing,,,
bevy_reflect::type_registry::TypeRegistry,Struct,Missing,,,
bevy_reflect::type_registry::TypeRegistryArc,Struct,Missing,,,
bevy_reflect::utility::GenericTypeCell,Struct,Missing,,,
bevy_reflect::utility::NonGenericTypeCell,Struct,Missing,,,
bevy_reflect::utility::TypePathComponent,Struct,Missing,,,
bevy_remote::BrpBatch,Enum,Missing,,,
bevy_remote::BrpError,Struct,Missing,,,
bevy_remote::BrpMessage,Struct,Missing,,,
bevy_remote::BrpPayload,Enum,Missing,,,
bevy_remote::BrpReceiver,Struct,Missing,,,
bevy_remote::BrpRequest,Struct,Missing,,,
bevy_remote::BrpResponse,Struct,Missing,,,
bevy_remote::BrpSender,Struct,Missing,,,
bevy_remote::RemoteLast,Struct,Missing,,,
bevy_remote::RemoteMethodHandler,Enum,Missing,,,
bevy_remote::RemoteMethodSystemId,Enum,Missing,,,
bevy_remote::RemoteMethods,Struct,Missing,,,
bevy_remote::RemotePlugin,Struct,Missing,,,
bevy_remote::RemoteSystems,Enum,Missing,,,
bevy_remote::RemoteWatchingRequests,Struct,Missing,,,
bevy_remote::_::deserialize::__Field,Enum,Missing,,,
bevy_remote::_::deserialize::__Field,Enum,Missing,,,
bevy_remote::_::deserialize::__Field,Enum,Missing,,,
bevy_remote::_::deserialize::__Field,Enum,Missing,,,
bevy_remote::_::deserialize::__FieldVisitor,Struct,Missing,,,
bevy_remote::_::deserialize::__FieldVisitor,Struct,Missing,,,
bevy_remote::_::deserialize::__FieldVisitor,Struct,Missing,,,
bevy_remote::_::deserialize::__FieldVisitor,Struct,Missing,,,
bevy_remote::_::deserialize::__Visitor,Struct,Missing,,,
bevy_remote::_::deserialize::__Visitor,Struct,Missing,,,
bevy_remote::_::deserialize::__Visitor,Struct,Missing,,,
bevy_remote::_::deserialize::__Visitor,Struct,Missing,,,
bevy_remote::builtin_methods::BrpDespawnEntityParams,Struct,Drifted,elicit_bevy::ecs_plugin::SpawnEntityParams,0.76,probable rename
bevy_remote::builtin_methods::BrpGetComponentsParams,Struct,Missing,,,
bevy_remote::builtin_methods::BrpGetComponentsResponse,Enum,Missing,,,
bevy_remote::builtin_methods::BrpGetComponentsWatchingResponse,Enum,Missing,,,
bevy_remote::builtin_methods::BrpGetResourcesParams,Struct,Missing,,,
bevy_remote::builtin_methods::BrpGetResourcesResponse,Struct,Missing,,,
bevy_remote::builtin_methods::BrpInsertComponentsParams,Struct,Drifted,elicit_bevy::ecs_plugin::InsertComponentParams,0.82,probable rename
bevy_remote::builtin_methods::BrpInsertResourcesParams,Struct,Drifted,elicit_bevy::ecs_plugin::InsertResourceParams,0.81,probable rename
bevy_remote::builtin_methods::BrpJsonSchemaQueryFilter,Struct,Missing,,,
bevy_remote::builtin_methods::BrpListComponentsParams,Struct,Missing,,,
bevy_remote::builtin_methods::BrpListComponentsWatchingResponse,Struct,Missing,,,
bevy_remote::builtin_methods::BrpMutateComponentsParams,Struct,Missing,,,
bevy_remote::builtin_methods::BrpMutateResourcesParams,Struct,Missing,,,
bevy_remote::builtin_methods::BrpQuery,Struct,Missing,,,
bevy_remote::builtin_methods::BrpQueryFilter,Struct,Missing,,,
bevy_remote::builtin_methods::BrpQueryParams,Struct,Missing,,,
bevy_remote::builtin_methods::BrpQueryRow,Struct,Missing,,,
bevy_remote::builtin_methods::BrpRemoveComponentsParams,Struct,Drifted,elicit_bevy::ecs_plugin::RemoveComponentParams,0.82,probable rename
bevy_remote::builtin_methods::BrpRemoveResourcesParams,Struct,Missing,,,
bevy_remote::builtin_methods::BrpReparentEntitiesParams,Struct,Missing,,,
bevy_remote::builtin_methods::BrpSpawnEntityParams,Struct,Drifted,elicit_bevy::ecs_plugin::SpawnEntityParams,0.83,probable rename
bevy_remote::builtin_methods::BrpSpawnEntityResponse,Struct,Missing,,,
bevy_remote::builtin_methods::BrpTriggerEventParams,Struct,Missing,,,
bevy_remote::builtin_methods::ComponentSelector,Enum,Missing,,,
bevy_remote::builtin_methods::JsonSchemaTypeLimit,Struct,Missing,,,
bevy_remote::builtin_methods::_::deserialize::__Field,Enum,Missing,,,
bevy_remote::builtin_methods::_::deserialize::__Field,Enum,Missing,,,
bevy_remote::builtin_methods::_::deserialize::__Field,Enum,Missing,,,
bevy_remote::builtin_methods::_::deserialize::__Field,Enum,Missing,,,
bevy_remote::builtin_methods::_::deserialize::__Field,Enum,Missing,,,
bevy_remote::builtin_methods::_::deserialize::__Field,Enum,Missing,,,
bevy_remote::builtin_methods::_::deserialize::__Field,Enum,Missing,,,
bevy_remote::builtin_methods::_::deserialize::__Field,Enum,Missing,,,
bevy_remote::builtin_methods::_::deserialize::__Field,Enum,Missing,,,
bevy_remote::builtin_methods::_::deserialize::__Field,Enum,Missing,,,
bevy_remote::builtin_methods::_::deserialize::__Field,Enum,Missing,,,
bevy_remote::builtin_methods::_::deserialize::__Field,Enum,Missing,,,
bevy_remote::builtin_methods::_::deserialize::__Field,Enum,Missing,,,
bevy_remote::builtin_methods::_::deserialize::__Field,Enum,Missing,,,
bevy_remote::builtin_methods::_::deserialize::__Field,Enum,Missing,,,
bevy_remote::builtin_methods::_::deserialize::__Field,Enum,Missing,,,
bevy_remote::builtin_methods::_::deserialize::__Field,Enum,Missing,,,
bevy_remote::builtin_methods::_::deserialize::__Field,Enum,Missing,,,
bevy_remote::builtin_methods::_::deserialize::__Field,Enum,Missing,,,
bevy_remote::builtin_methods::_::deserialize::__Field,Enum,Missing,,,
bevy_remote::builtin_methods::_::deserialize::__Field,Enum,Missing,,,
bevy_remote::builtin_methods::_::deserialize::__Field,Enum,Missing,,,
bevy_remote::builtin_methods::_::deserialize::__Field,Enum,Missing,,,
bevy_remote::builtin_methods::_::deserialize::__Field,Enum,Missing,,,
bevy_remote::builtin_methods::_::deserialize::__Field,Enum,Missing,,,
bevy_remote::builtin_methods::_::deserialize::__Field,Enum,Missing,,,
bevy_remote::builtin_methods::_::deserialize::__FieldVisitor,Struct,Missing,,,
bevy_remote::builtin_methods::_::deserialize::__FieldVisitor,Struct,Missing,,,
bevy_remote::builtin_methods::_::deserialize::__FieldVisitor,Struct,Missing,,,
bevy_remote::builtin_methods::_::deserialize::__FieldVisitor,Struct,Missing,,,
bevy_remote::builtin_methods::_::deserialize::__FieldVisitor,Struct,Missing,,,
bevy_remote::builtin_methods::_::deserialize::__FieldVisitor,Struct,Missing,,,
bevy_remote::builtin_methods::_::deserialize::__FieldVisitor,Struct,Missing,,,
bevy_remote::builtin_methods::_::deserialize::__FieldVisitor,Struct,Missing,,,
bevy_remote::builtin_methods::_::deserialize::__FieldVisitor,Struct,Missing,,,
bevy_remote::builtin_methods::_::deserialize::__FieldVisitor,Struct,Missing,,,
bevy_remote::builtin_methods::_::deserialize::__FieldVisitor,Struct,Missing,,,
bevy_remote::builtin_methods::_::deserialize::__FieldVisitor,Struct,Missing,,,
bevy_remote::builtin_methods::_::deserialize::__FieldVisitor,Struct,Missing,,,
bevy_remote::builtin_methods::_::deserialize::__FieldVisitor,Struct,Missing,,,
bevy_remote::builtin_methods::_::deserialize::__FieldVisitor,Struct,Missing,,,
bevy_remote::builtin_methods::_::deserialize::__FieldVisitor,Struct,Missing,,,
bevy_remote::builtin_methods::_::deserialize::__FieldVisitor,Struct,Missing,,,
bevy_remote::builtin_methods::_::deserialize::__FieldVisitor,Struct,Missing,,,
bevy_remote::builtin_methods::_::deserialize::__FieldVisitor,Struct,Missing,,,
bevy_remote::builtin_methods::_::deserialize::__FieldVisitor,Struct,Missing,,,
bevy_remote::builtin_methods::_::deserialize::__FieldVisitor,Struct,Missing,,,
bevy_remote::builtin_methods::_::deserialize::__FieldVisitor,Struct,Missing,,,
bevy_remote::builtin_methods::_::deserialize::__FieldVisitor,Struct,Missing,,,
bevy_remote::builtin_methods::_::deserialize::__FieldVisitor,Struct,Missing,,,
bevy_remote::builtin_methods::_::deserialize::__FieldVisitor,Struct,Missing,,,
bevy_remote::builtin_methods::_::deserialize::__FieldVisitor,Struct,Missing,,,
bevy_remote::builtin_methods::_::deserialize::__Visitor,Struct,Missing,,,
bevy_remote::builtin_methods::_::deserialize::__Visitor,Struct,Missing,,,
bevy_remote::builtin_methods::_::deserialize::__Visitor,Struct,Missing,,,
bevy_remote::builtin_methods::_::deserialize::__Visitor,Struct,Missing,,,
bevy_remote::builtin_methods::_::deserialize::__Visitor,Struct,Missing,,,
bevy_remote::builtin_methods::_::deserialize::__Visitor,Struct,Missing,,,
bevy_remote::builtin_methods::_::deserialize::__Visitor,Struct,Missing,,,
bevy_remote::builtin_methods::_::deserialize::__Visitor,Struct,Missing,,,
bevy_remote::builtin_methods::_::deserialize::__Visitor,Struct,Missing,,,
bevy_remote::builtin_methods::_::deserialize::__Visitor,Struct,Missing,,,
bevy_remote::builtin_methods::_::deserialize::__Visitor,Struct,Missing,,,
bevy_remote::builtin_methods::_::deserialize::__Visitor,Struct,Missing,,,
bevy_remote::builtin_methods::_::deserialize::__Visitor,Struct,Missing,,,
bevy_remote::builtin_methods::_::deserialize::__Visitor,Struct,Missing,,,
bevy_remote::builtin_methods::_::deserialize::__Visitor,Struct,Missing,,,
bevy_remote::builtin_methods::_::deserialize::__Visitor,Struct,Missing,,,
bevy_remote::builtin_methods::_::deserialize::__Visitor,Struct,Missing,,,
bevy_remote::builtin_methods::_::deserialize::__Visitor,Struct,Missing,,,
bevy_remote::builtin_methods::_::deserialize::__Visitor,Struct,Missing,,,
bevy_remote::builtin_methods::_::deserialize::__Visitor,Struct,Missing,,,
bevy_remote::builtin_methods::_::deserialize::__Visitor,Struct,Missing,,,
bevy_remote::builtin_methods::_::deserialize::__Visitor,Struct,Missing,,,
bevy_remote::builtin_methods::_::deserialize::__Visitor,Struct,Missing,,,
bevy_remote::builtin_methods::_::deserialize::__Visitor,Struct,Missing,,,
bevy_remote::builtin_methods::_::deserialize::__Visitor,Struct,Missing,,,
bevy_remote::builtin_methods::_::deserialize::__Visitor,Struct,Missing,,,
bevy_remote::http::BrpHttpBody,Enum,Missing,,,
bevy_remote::http::BrpStream,Struct,Missing,,,
bevy_remote::http::Headers,Struct,Missing,,,
bevy_remote::http::HostAddress,Struct,Missing,,,
bevy_remote::http::HostHeaders,Struct,Missing,,,
bevy_remote::http::HostPort,Struct,Missing,,,
bevy_remote::http::RemoteHttpPlugin,Struct,Missing,,,
bevy_remote::schemas::SchemaTypesMetadata,Struct,Missing,,,
bevy_remote::schemas::json_schema::JsonSchemaBevyType,Struct,Missing,,,
bevy_remote::schemas::json_schema::SchemaKind,Enum,Missing,,,
bevy_remote::schemas::json_schema::SchemaType,Enum,Missing,,,
bevy_remote::schemas::json_schema::_::deserialize::__Field,Enum,Missing,,,
bevy_remote::schemas::json_schema::_::deserialize::__Field,Enum,Missing,,,
bevy_remote::schemas::json_schema::_::deserialize::__Field,Enum,Missing,,,
bevy_remote::schemas::json_schema::_::deserialize::__FieldVisitor,Struct,Missing,,,
bevy_remote::schemas::json_schema::_::deserialize::__FieldVisitor,Struct,Missing,,,
bevy_remote::schemas::json_schema::_::deserialize::__FieldVisitor,Struct,Missing,,,
bevy_remote::schemas::json_schema::_::deserialize::__Visitor,Struct,Missing,,,
bevy_remote::schemas::json_schema::_::deserialize::__Visitor,Struct,Missing,,,
bevy_remote::schemas::json_schema::_::deserialize::__Visitor,Struct,Missing,,,
bevy_remote::schemas::open_rpc::InfoObject,Struct,Missing,,,
bevy_remote::schemas::open_rpc::MethodObject,Struct,Missing,,,
bevy_remote::schemas::open_rpc::OpenRpcDocument,Struct,Missing,,,
bevy_remote::schemas::open_rpc::Parameter,Struct,Missing,,,
bevy_remote::schemas::open_rpc::ServerObject,Struct,Missing,,,
bevy_remote::schemas::open_rpc::_::deserialize::__Field,Enum,Missing,,,
bevy_remote::schemas::open_rpc::_::deserialize::__Field,Enum,Missing,,,
bevy_remote::schemas::open_rpc::_::deserialize::__Field,Enum,Missing,,,
bevy_remote::schemas::open_rpc::_::deserialize::__Field,Enum,Missing,,,
bevy_remote::schemas::open_rpc::_::deserialize::__Field,Enum,Missing,,,
bevy_remote::schemas::open_rpc::_::deserialize::__FieldVisitor,Struct,Missing,,,
bevy_remote::schemas::open_rpc::_::deserialize::__FieldVisitor,Struct,Missing,,,
bevy_remote::schemas::open_rpc::_::deserialize::__FieldVisitor,Struct,Missing,,,
bevy_remote::schemas::open_rpc::_::deserialize::__FieldVisitor,Struct,Missing,,,
bevy_remote::schemas::open_rpc::_::deserialize::__FieldVisitor,Struct,Missing,,,
bevy_remote::schemas::open_rpc::_::deserialize::__Visitor,Struct,Missing,,,
bevy_remote::schemas::open_rpc::_::deserialize::__Visitor,Struct,Missing,,,
bevy_remote::schemas::open_rpc::_::deserialize::__Visitor,Struct,Missing,,,
bevy_remote::schemas::open_rpc::_::deserialize::__Visitor,Struct,Missing,,,
bevy_remote::schemas::open_rpc::_::deserialize::__Visitor,Struct,Missing,,,
bevy_render::ExtractSchedule,Struct,Missing,,,
bevy_render::FutureRenderResources,Struct,Missing,,,
bevy_render::MainWorld,Struct,Missing,,,
bevy_render::Render,Struct,Missing,,,
bevy_render::RenderApp,Struct,Missing,,,
bevy_render::RenderDebugFlags,Struct,Missing,,,
bevy_render::RenderPlugin,Struct,Missing,,,
bevy_render::RenderStartup,Struct,Missing,,,
bevy_render::RenderSystems,Enum,Missing,,,
bevy_render::ScratchMainWorld,Struct,Missing,,,
bevy_render::_::InternalBitFlags,Struct,Missing,,,
bevy_render::alpha::AlphaMode,Enum,Covered,elicit_bevy::pbr::AlphaMode,,
bevy_render::batching::BatchMeta,Struct,Missing,,,
bevy_render::batching::NoAutomaticBatching,Struct,Covered,elicit_bevy::render::NoAutomaticBatching,,
bevy_render::batching::gpu_preprocessing::BatchedInstanceBuffers,Struct,Missing,,,
bevy_render::batching::gpu_preprocessing::BatchingPlugin,Struct,Missing,,,
bevy_render::batching::gpu_preprocessing::GpuPreprocessingMode,Enum,Missing,,,
bevy_render::batching::gpu_preprocessing::GpuPreprocessingSupport,Struct,Missing,,,
bevy_render::batching::gpu_preprocessing::IndirectBatchSet,Struct,Missing,,,
bevy_render::batching::gpu_preprocessing::IndirectParametersBuffers,Struct,Missing,,,
bevy_render::batching::gpu_preprocessing::IndirectParametersCpuMetadata,Struct,Missing,,,
bevy_render::batching::gpu_preprocessing::IndirectParametersGpuMetadata,Struct,Missing,,,
bevy_render::batching::gpu_preprocessing::IndirectParametersIndexed,Struct,Missing,,,
bevy_render::batching::gpu_preprocessing::IndirectParametersNonIndexed,Struct,Missing,,,
bevy_render::batching::gpu_preprocessing::InstanceInputUniformBuffer,Struct,Missing,,,
bevy_render::batching::gpu_preprocessing::LatePreprocessWorkItemIndirectParameters,Struct,Missing,,,
bevy_render::batching::gpu_preprocessing::PhaseBatchedInstanceBuffers,Struct,Missing,,,
bevy_render::batching::gpu_preprocessing::PhaseIndirectParametersBuffers,Struct,Missing,,,
bevy_render::batching::gpu_preprocessing::PreprocessWorkItem,Struct,Missing,,,
bevy_render::batching::gpu_preprocessing::UntypedPhaseBatchedInstanceBuffers,Struct,Missing,,,
bevy_render::batching::gpu_preprocessing::UntypedPhaseIndirectParametersBuffers,Struct,Missing,,,
bevy_render::batching::no_gpu_preprocessing::BatchedInstanceBuffer,Struct,Missing,,,
bevy_render::camera::CameraPlugin,Struct,Missing,,,
bevy_render::camera::CameraRenderGraph,Struct,Missing,,,
bevy_render::camera::ExtractedCamera,Struct,Missing,,,
bevy_render::camera::MipBias,Struct,Covered,elicit_bevy::render::MipBias,,
bevy_render::camera::MissingRenderTargetInfoError,Enum,Missing,,,
bevy_render::camera::SortedCameras,Struct,Missing,,,
bevy_render::camera::TemporalJitter,Struct,Missing,,,
bevy_render::diagnostic::PassSpanGuard,Struct,Missing,,,
bevy_render::diagnostic::RenderDiagnosticsPlugin,Struct,Missing,,,
bevy_render::diagnostic::TimeSpanGuard,Struct,Missing,,,
bevy_render::diagnostic::erased_render_asset_diagnostic_plugin::ErasedRenderAssetDiagnosticPlugin,Struct,Missing,,,
bevy_render::diagnostic::erased_render_asset_diagnostic_plugin::ErasedRenderAssetMeasurements,Struct,Missing,,,
bevy_render::diagnostic::internal::DiagnosticsRecorder,Struct,Missing,,,
bevy_render::diagnostic::internal::PassKind,Enum,Missing,,,
bevy_render::diagnostic::internal::RenderDiagnostic,Struct,Missing,,,
bevy_render::diagnostic::internal::RenderDiagnostics,Struct,Missing,,,
bevy_render::diagnostic::internal::RenderDiagnosticsMutex,Struct,Missing,,,
bevy_render::diagnostic::mesh_allocator_diagnostic_plugin::MeshAllocatorDiagnosticPlugin,Struct,Missing,,,
bevy_render::diagnostic::mesh_allocator_diagnostic_plugin::MeshAllocatorMeasurements,Struct,Missing,,,
bevy_render::diagnostic::render_asset_diagnostic_plugin::RenderAssetDiagnosticPlugin,Struct,Missing,,,
bevy_render::diagnostic::render_asset_diagnostic_plugin::RenderAssetMeasurements,Struct,Missing,,,
bevy_render::erased_render_asset::AssetExtractionSystems,Struct,Missing,,,
bevy_render::erased_render_asset::CachedExtractErasedRenderAssetSystemState,Struct,Missing,,,
bevy_render::erased_render_asset::ErasedRenderAssetPlugin,Struct,Missing,,,
bevy_render::erased_render_asset::ErasedRenderAssets,Struct,Missing,,,
bevy_render::erased_render_asset::ExtractedAssets,Struct,Missing,,,
bevy_render::erased_render_asset::PrepareAssetError,Enum,Missing,,,
bevy_render::erased_render_asset::PrepareNextFrameAssets,Struct,Missing,,,
bevy_render::experimental::occlusion_culling::OcclusionCulling,Struct,Covered,elicit_bevy::render::OcclusionCulling,,
bevy_render::experimental::occlusion_culling::OcclusionCullingPlugin,Struct,Missing,,,
bevy_render::experimental::occlusion_culling::OcclusionCullingSubview,Struct,Missing,,,
bevy_render::experimental::occlusion_culling::OcclusionCullingSubviewEntities,Struct,Missing,,,
bevy_render::extract_component::ComponentUniforms,Struct,Missing,,,
bevy_render::extract_component::DynamicUniformIndex,Struct,Missing,,,
bevy_render::extract_component::ExtractComponentPlugin,Struct,Missing,,,
bevy_render::extract_component::UniformComponentPlugin,Struct,Missing,,,
bevy_render::extract_instances::ExtractInstancesPlugin,Struct,Missing,,,
bevy_render::extract_instances::ExtractedInstances,Struct,Missing,,,
bevy_render::extract_param::Extract,Struct,Missing,,,
bevy_render::extract_param::ExtractState,Struct,Missing,,,
bevy_render::extract_resource::ExtractResourcePlugin,Struct,Missing,,,
bevy_render::globals::GlobalsBuffer,Struct,Missing,,,
bevy_render::globals::GlobalsPlugin,Struct,Missing,,,
bevy_render::globals::GlobalsUniform,Struct,Missing,,,
bevy_render::gpu_component_array_buffer::GpuComponentArrayBufferPlugin,Struct,Missing,,,
bevy_render::gpu_readback::GpuReadbackBufferPool,Struct,Missing,,,
bevy_render::gpu_readback::GpuReadbackMaxUnusedFrames,Struct,Missing,,,
bevy_render::gpu_readback::GpuReadbackPlugin,Struct,Missing,,,
bevy_render::gpu_readback::GpuReadbacks,Struct,Missing,,,
bevy_render::gpu_readback::Readback,Enum,Missing,,,
bevy_render::gpu_readback::ReadbackComplete,Struct,Missing,,,
bevy_render::graph::CameraDriverLabel,Struct,Missing,,,
bevy_render::mesh::MeshRenderAssetPlugin,Struct,Missing,,,
bevy_render::mesh::MorphPlugin,Struct,Missing,,,
bevy_render::mesh::RenderMesh,Struct,Missing,,,
bevy_render::mesh::RenderMeshBufferInfo,Enum,Missing,,,
bevy_render::mesh::allocator::ElementClass,Enum,Missing,,,
bevy_render::mesh::allocator::ElementLayout,Struct,Missing,,,
bevy_render::mesh::allocator::MeshAllocator,Struct,Missing,,,
bevy_render::mesh::allocator::MeshAllocatorPlugin,Struct,Missing,,,
bevy_render::mesh::allocator::MeshAllocatorSettings,Struct,Missing,,,
bevy_render::mesh::allocator::SlabAllocation,Struct,Missing,,,
bevy_render::mesh::allocator::SlabId,Struct,Missing,,,
bevy_render::mesh::allocator::SlabToReallocate,Struct,Missing,,,
bevy_render::mesh::allocator::SlabsToReallocate,Struct,Missing,,,
bevy_render::pipelined_rendering::PipelinedRenderingPlugin,Struct,Missing,,,
bevy_render::pipelined_rendering::RenderAppChannels,Struct,Missing,,,
bevy_render::pipelined_rendering::RenderExtractApp,Struct,Missing,,,
bevy_render::render_asset::AssetExtractionError,Enum,Missing,,,
bevy_render::render_asset::AssetExtractionSystems,Struct,Missing,,,
bevy_render::render_asset::CachedExtractRenderAssetSystemState,Struct,Missing,,,
bevy_render::render_asset::ExtractedAssets,Struct,Missing,,,
bevy_render::render_asset::PrepareAssetError,Enum,Missing,,,
bevy_render::render_asset::PrepareNextFrameAssets,Struct,Missing,,,
bevy_render::render_asset::RenderAssetBytesPerFrame,Struct,Missing,,,
bevy_render::render_asset::RenderAssetBytesPerFrameLimiter,Struct,Missing,,,
bevy_render::render_asset::RenderAssetPlugin,Struct,Missing,,,
bevy_render::render_asset::RenderAssets,Struct,Missing,,,
bevy_render::render_graph::RenderGraphError,Enum,Missing,,,
bevy_render::render_graph::camera_driver_node::CameraDriverNode,Struct,Missing,,,
bevy_render::render_graph::context::InputSlotError,Enum,Missing,,,
bevy_render::render_graph::context::OutputSlotError,Enum,Missing,,,
bevy_render::render_graph::context::RenderGraphContext,Struct,Missing,,,
bevy_render::render_graph::context::RunSubGraphError,Enum,Missing,,,
bevy_render::render_graph::edge::Edge,Enum,Missing,,,
bevy_render::render_graph::edge::EdgeExistence,Enum,Missing,,,
bevy_render::render_graph::graph::GraphInput,Struct,Missing,,,
bevy_render::render_graph::graph::GraphInputNode,Struct,Missing,,,
bevy_render::render_graph::graph::RenderGraph,Struct,Missing,,,
bevy_render::render_graph::node::Edges,Struct,Missing,,,
bevy_render::render_graph::node::EmptyNode,Struct,Missing,,,
bevy_render::render_graph::node::NodeRunError,Enum,Missing,,,
bevy_render::render_graph::node::NodeState,Struct,Missing,,,
bevy_render::render_graph::node::RunGraphOnViewNode,Struct,Missing,,,
bevy_render::render_graph::node::ViewNodeRunner,Struct,Missing,,,
bevy_render::render_graph::node_slot::SlotInfo,Struct,Missing,,,
bevy_render::render_graph::node_slot::SlotInfos,Struct,Missing,,,
bevy_render::render_graph::node_slot::SlotLabel,Enum,Missing,,,
bevy_render::render_graph::node_slot::SlotType,Enum,Missing,,,
bevy_render::render_graph::node_slot::SlotValue,Enum,Missing,,,
bevy_render::render_phase::BinnedRenderPhase,Struct,Missing,,,
bevy_render::render_phase::BinnedRenderPhaseBatch,Struct,Missing,,,
bevy_render::render_phase::BinnedRenderPhasePlugin,Struct,Missing,,,
bevy_render::render_phase::BinnedRenderPhaseType,Enum,Missing,,,
bevy_render::render_phase::CachedBinKey,Struct,Missing,,,
bevy_render::render_phase::CachedBinnedEntity,Struct,Missing,,,
bevy_render::render_phase::InputUniformIndex,Struct,Missing,,,
bevy_render::render_phase::PhaseItemExtraIndex,Enum,Missing,,,
bevy_render::render_phase::RenderBin,Struct,Missing,,,
bevy_render::render_phase::ReverseFixedBitSetZeroesIterator,Struct,Missing,,,
bevy_render::render_phase::SetItemPipeline,Struct,Missing,,,
bevy_render::render_phase::SortedRenderPhase,Struct,Missing,,,
bevy_render::render_phase::SortedRenderPhasePlugin,Struct,Missing,,,
bevy_render::render_phase::UnbatchableBinnedEntityIndexSet,Enum,Missing,,,
bevy_render::render_phase::UnbatchableBinnedEntityIndices,Struct,Missing,,,
bevy_render::render_phase::ViewBinnedRenderPhases,Struct,Missing,,,
bevy_render::render_phase::ViewSortedRenderPhases,Struct,Missing,,,
bevy_render::render_phase::draw::DrawError,Enum,Missing,,,
bevy_render::render_phase::draw::DrawFunctionId,Struct,Missing,,,
bevy_render::render_phase::draw::DrawFunctions,Struct,Missing,,,
bevy_render::render_phase::draw::RenderCommandResult,Enum,Missing,,,
bevy_render::render_phase::draw::RenderCommandState,Struct,Missing,,,
bevy_render::render_phase::draw_state::DrawState,Struct,Missing,,,
bevy_render::render_phase::draw_state::TrackedRenderPass,Struct,Missing,,,
bevy_render::render_phase::rangefinder::ViewRangefinder3d,Struct,Missing,,,
bevy_render::render_resource::batched_uniform_buffer::MaxCapacityArray,Struct,Missing,,,
bevy_render::render_resource::bind_group::AsBindGroupError,Enum,Missing,,,
bevy_render::render_resource::bind_group::BindGroup,Struct,Missing,,,
bevy_render::render_resource::bind_group::BindGroupId,Struct,Missing,,,
bevy_render::render_resource::bind_group::BindingResources,Struct,Missing,,,
bevy_render::render_resource::bind_group::OwnedBindingResource,Enum,Missing,,,
bevy_render::render_resource::bind_group::OwnedData,Struct,Missing,,,
bevy_render::render_resource::bind_group::PreparedBindGroup,Struct,Missing,,,
bevy_render::render_resource::bind_group::UnpreparedBindGroup,Struct,Missing,,,
bevy_render::render_resource::bind_group_entries::BindGroupEntries,Struct,Missing,,,
bevy_render::render_resource::bind_group_entries::DynamicBindGroupEntries,Struct,Missing,,,
bevy_render::render_resource::bind_group_layout::BindGroupLayout,Struct,Missing,,,
bevy_render::render_resource::bind_group_layout::BindGroupLayoutId,Struct,Missing,,,
bevy_render::render_resource::bind_group_layout_entries::BindGroupLayoutEntries,Struct,Missing,,,
bevy_render::render_resource::bind_group_layout_entries::BindGroupLayoutEntryBuilder,Struct,Missing,,,
bevy_render::render_resource::bind_group_layout_entries::DynamicBindGroupLayoutEntries,Struct,Missing,,,
bevy_render::render_resource::bindless::BindingNumber,Struct,Missing,,,
bevy_render::render_resource::bindless::BindlessBufferDescriptor,Struct,Missing,,,
bevy_render::render_resource::bindless::BindlessDescriptor,Struct,Missing,,,
bevy_render::render_resource::bindless::BindlessIndex,Struct,Missing,,,
bevy_render::render_resource::bindless::BindlessIndexTableDescriptor,Struct,Missing,,,
bevy_render::render_resource::bindless::BindlessResourceType,Enum,Missing,,,
